FIELD,YEAR,PRODUCTION,YOY_DELTA
Dalen,2020,24432.278683959994,14096.85973753499
Dalen,2021,0.0,-24432.278683959994
De Blesse,2003,111163.90243497,
De Blesse,2004,85121.15569981502,-26042.746735154986
De Blesse,2005,35252.094554999996,-49869.06114481502
De Blesse,2006,39867.34768,4615.253125000003
De Blesse,2007,41788.290929589995,1920.9432495899964
De Blesse,2008,95708.759461395,53920.46853180501
De Blesse,2009,82433.52554618499,-13275.233915210018
De Blesse,2010,71444.06773908001,-10989.457807104976
De Blesse,2011,52115.4171892,-19328.65054988001
De Blesse,2012,29573.423815100003,-22541.9933741
De Blesse,2013,14373.18522755,-15200.238587550002
De Blesse,2014,39.031855,-14334.153372550001
De Blesse,2015,0.0,-39.031855
De Blesse,2016,0.0,0.0
De Blesse,2017,0.0,0.0
De Blesse,2018,11313.69964625,11313.69964625
De Blesse,2019,0.0,-11313.69964625
De Blesse,2020,45064.906500595,45064.906500595
De Blesse,2021,27234.056,-17830.850500595003
De Hoeve,2012,12869.93135255,
De Hoeve,2013,59.84532795,-12810.0860246
De Hoeve,2014,17817.788627899998,17757.94329995
De Hoeve,2015,23091.076631599997,5273.2880036999995
De Hoeve,2016,2794.05841815,-20297.01821345
De Hoeve,2017,619.3194982,-2174.73891995
De Hoeve,2018,100.14308095,-519.17641725
De Hoeve,2019,0.0,-100.14308095
De Hoeve,2020,0.0,0.0
De Hoeve,2021,0.0,0.0
De Klem,2013,32225.555024065,
De Klem,2014,13798.052953954999,-18427.50207011
De Klem,2015,1.604525715,-13796.448428239999
De Klem,2016,0.0,-1.604525715
De Klem,2017,0.0,0.0
De Klem,2018,0.0,0.0
De Klem,2019,0.0,0.0
De Klem,2020,0.0,0.0
De Klem,2021,0.0,0.0
De Lier,2013,37.319727955000005,
De Lier,2014,17287.281368635002,17249.96164068
De Lier,2015,13631.524072055003,-3655.757296579999
De Lier,2016,13074.32957312,-557.1944989350031
De Lier,2017,5797.038532390001,-7277.291040729999
De Lier,2018,6480.909334354999,683.8708019649985
De Lier,2019,2769.8217460250003,-3711.087588329999
De Lier,2020,0.0,-2769.8217460250003
De Lier,2021,1429.222,1429.222
De Lutte,2003,0.0,
De Wijk,2003,347934.17513000005,
De Wijk,2004,311765.5640935099,-36168.611036490125
De Wijk,2005,373442.2287031701,61676.66460966016
De Wijk,2006,213517.3467844699,-159924.88191870018
De Wijk,2007,280731.8794642349,67214.53267976502
De Wijk,2008,205571.17211918003,-75160.70734505489
De Wijk,2009,211894.85586702006,6323.683747840027
De Wijk,2010,168081.94253180997,-43812.91333521009
De Wijk,2011,148189.06014503,-19892.882386779966
De Wijk,2012,115551.67579919993,-32637.38434583007
De Wijk,2013,112127.190682815,-3424.485116384938
De Wijk,2014,83663.30325658502,-28463.88742622998
De Wijk,2015,97974.46581162498,14311.162555039962
De Wijk,2016,89866.10534948995,-8108.360462135024
De Wijk,2017,85506.35158257498,-4359.753766914975
De Wijk,2018,96511.53500758506,11005.18342501008
De Wijk,2019,84976.09961273998,-11535.435394845073
De Wijk,2020,91116.904351095,6140.804738355015
De Wijk,2021,50913.229999999996,-40203.674351095004
Den Velde,2003,19641.462385,
Den Velde,2004,19015.79440833,-625.6679766699999
Den Velde,2005,17248.250568550004,-1767.5438397799953
Den Velde,2006,13056.278922554999,-4191.971645995005
Den Velde,2007,17454.780772335,4398.501849780003
Den Velde,2008,16125.338912394998,-1329.4418599400033
Den Velde,2009,15172.820291785,-952.5186206099988
Den Velde,2010,14528.430738609999,-644.3895531750004
Den Velde,2011,14439.113195390002,-89.31754321999688
Den Velde,2012,10393.283144005,-4045.8300513850027
Den Velde,2013,12371.907035965,1978.62389196
Den Velde,2014,11876.021032085002,-495.8860038799976
Den Velde,2015,11493.551049684998,-382.4699824000036
Den Velde,2016,93263.43800869002,81769.88695900502
Den Velde,2017,37681.61232609001,-55581.82568260001
Den Velde,2018,25607.02147881,-12074.590847280015
Den Velde,2019,18151.65023693,-7455.371241879999
Den Velde,2020,23292.336480045004,5140.686243115004
Den Velde,2021,12150.667999999998,-11141.668480045006
Diever,2015,49631.0290693,
Diever,2016,262647.72585375,213016.69678445003
Diever,2017,228220.33219830002,-34427.393655449996
Diever,2018,497949.5653081001,269729.2331098
Diever,2019,385336.13370925,-112613.43159885006
Diever,2020,320598.08678112,-64738.04692813003
Diever,2021,171377.459,-149220.62778111998
Donkerbroek-Main,2015,10643.344415265,
Donkerbroek-Main,2016,1.079178045,-10642.265237220001
Donkerbroek-Main,2017,0.12237014,-0.9568079049999999
Donkerbroek-West,2015,48244.31059943501,
Donkerbroek-West,2016,22157.944183944997,-26086.366415490014
Donkerbroek-West,2017,6724.70124577,-15433.242938174997
Donkerbroek-West,2018,717.638631115,-6007.062614655
Donkerbroek-West,2019,0.0,-717.638631115
E17a-A,2009,34912.286390115,
E17a-A,2010,856433.9263646299,821521.6399745148
E17a-A,2011,899899.87393668,43465.94757205015
E17a-A,2012,963301.937476955,63402.063540274976
E17a-A,2013,1131958.363509635,168656.42603267997
E17a-A,2014,1081381.2413069904,-50577.12220264459
E17a-A,2015,929952.6743359101,-151428.56697108026
E17a-A,2016,976023.75981842,46071.08548250992
E17a-A,2017,782526.35360299,-193497.40621543
E17a-A,2018,641292.6149464549,-141233.73865653516
E17a-A,2019,516298.40553140495,-124994.20941504993
E17a-A,2020,601933.8934787901,85635.48794738512
E17a-A,2021,260286.89899999998,-341646.9944787901
E18-A,2010,5997.1021072250005,
E18-A,2011,51866.93618061,45869.834073385
E18-A,2012,84712.483738645,32845.547558034996
E18-A,2013,65333.189884360014,-19379.29385428498
E18-A,2014,63425.769590155,-1907.4202942050106
E18-A,2015,52906.42621348,-10519.343376675002
E18-A,2016,42491.426589285,-10414.999624195
E18-A,2017,24923.905995985,-17567.520593300003
E18-A,2018,3466.1331605850005,-21457.7728354
Een,2005,32131.087385815,
Een,2006,17881.08985739,-14249.997528425
Een,2007,5893.083268565,-11988.006588825001
Een,2008,0.0,-5893.083268565
Een,2009,5.5921044150000006,5.5921044150000006
Een,2013,0.0,-5.5921044150000006
Een,2014,0.0,0.0
Een,2015,21697.47484136,21697.47484136
Een,2016,16924.982415950002,-4772.492425409997
Een,2017,11415.7837708,-5509.1986451500015
Een,2018,12865.984915535002,1450.2011447350014
Een,2019,1042.050311575,-11823.934603960002
Een,2020,9438.205299605,8396.15498803
Een,2021,1499.517,-7938.688299605001
Eernewoude,2012,6755.32753805,
Eernewoude,2013,63568.893072950006,56813.56553490001
Eernewoude,2014,34466.615395149995,-29102.27767780001
Eernewoude,2015,36245.57130540001,1778.9559102500134
Eernewoude,2016,13859.926883449998,-22385.64442195001
Eernewoude,2017,8577.745946300001,-5282.180937149997
Eernewoude,2018,7654.980148350001,-922.76579795
Eernewoude,2019,5726.416192799999,-1928.563955550002
Eernewoude,2020,3583.994593875,-2142.421598924999
Eernewoude,2021,1737.282,-1846.7125938750003
Eesveen,2015,35665.52629265,
Eesveen,2016,7981.613479799999,-27683.91281285
Eesveen,2017,37052.243707600006,29070.630227800008
Eesveen,2018,53105.2017371,16052.95802949999
Eesveen,2019,160509.79008960002,107404.58835250002
Eesveen,2020,123651.017793,-36858.772296600015
Eesveen,2021,53248.265999999996,-70402.751793
Eleveld,2003,85523.01396500002,
Eleveld,2004,71184.32445795,-14338.689507050018
Eleveld,2005,47458.99178666499,-23725.33267128501
Eleveld,2006,35946.11680401,-11512.87498265499
Eleveld,2007,45663.28804587501,9717.171241865006
Eleveld,2008,33088.92383294,-12574.364212935005
Eleveld,2009,110974.85533748001,77885.93150454
Eleveld,2010,168380.20181450498,57405.34647702497
Eleveld,2011,182018.02056436497,13637.818749859987
Eleveld,2012,135064.064059375,-46953.95650498997
Eleveld,2013,89438.8162484,-45625.24781097499
Eleveld,2014,63156.95509493999,-26281.861153460013
Eleveld,2015,130315.69648510001,67158.74139016002
Eleveld,2016,197038.13136075003,66722.43487565003
Eleveld,2017,136386.09197669502,-60652.03938405501
Eleveld,2018,78919.10681622001,-57466.985160475015
Eleveld,2019,16451.702185604998,-62467.40463061501
Eleveld,2020,66432.04842359999,49980.34623799499
Eleveld,2021,42076.261999999995,-24355.786423599995
Emmen,2003,40498.18685,
Emmen,2004,131765.591704485,91267.40485448501
Emmen,2005,112761.48153469502,-19004.110169789987
Emmen,2006,108680.14831898501,-4081.3332157100085
Emmen,2007,94416.13097021,-14264.017348775014
Emmen,2008,93527.68577687,-888.4451933399978
Emmen,2009,80684.17793524,-12843.507841629995
Emmen,2010,70385.34660576,-10298.831329480003
Emmen,2011,70942.34172576001,556.9951200000069
Emmen,2012,63501.997748055015,-7440.343977704993
Emmen,2013,58803.26919910501,-4698.728548950006
Emmen,2014,44522.36477101,-14280.904428095011
Emmen,2015,55239.078524525,10716.713753515003
Emmen,2016,49340.458007124995,-5898.620517400006
Emmen,2017,49946.48241157999,606.0244044549981
Emmen,2018,768.2144209600001,-49178.26799061999
Emmen-Nieuw Amsterdam,2003,38045.509475,
Emmen-Nieuw Amsterdam,2004,35087.41388418,-2958.0955908199976
Emmen-Nieuw Amsterdam,2005,33139.005922565,-1948.4079616150048
Emmen-Nieuw Amsterdam,2006,35448.626274415,2309.620351850004
Emmen-Nieuw Amsterdam,2007,31143.068765625,-4305.55750879
Emmen-Nieuw Amsterdam,2008,30124.087335270004,-1018.9814303549974
Emmen-Nieuw Amsterdam,2009,24914.77781649,-5209.309518780003
Emmen-Nieuw Amsterdam,2010,26296.577217710004,1381.7994012200033
Emmen-Nieuw Amsterdam,2011,24484.104548079995,-1812.4726696300095
Emmen-Nieuw Amsterdam,2012,17554.060932815002,-6930.043615264993
Emmen-Nieuw Amsterdam,2013,13440.40828625,-4113.652646565002
Emmen-Nieuw Amsterdam,2014,21686.331774214996,8245.923487964996
Emmen-Nieuw Amsterdam,2015,22579.583160295002,893.2513860800063
Emmen-Nieuw Amsterdam,2016,23998.229687550003,1418.6465272550013
Emmen-Nieuw Amsterdam,2017,23949.947282914996,-48.28240463500697
Emmen-Nieuw Amsterdam,2018,533.6182036,-23416.329079314997
Emmen-Nieuw Amsterdam,2019,0.237355875,-533.380847725
Emmen-Nieuw Amsterdam,2020,0.0,-0.237355875
Emmen-Nieuw Amsterdam,2021,0.0,0.0
Engwierum,2003,40307.247235,
Engwierum,2004,0.0,-40307.247235
Engwierum,2005,0.0,0.0
Engwierum,2006,0.0,0.0
Engwierum,2007,0.0,0.0
Engwierum,2008,0.0,0.0
Engwierum,2009,0.0,0.0
Engwierum,2010,0.0,0.0
Engwierum,2011,0.0,0.0
Engwierum,2012,0.0,0.0
Engwierum,2013,0.0,0.0
Engwierum,2014,0.0,0.0
Engwierum,2015,0.0,0.0
Engwierum,2016,0.0,0.0
Engwierum,2017,0.0,0.0
Engwierum,2018,0.0,0.0
Engwierum,2019,0.0,0.0
Engwierum,2020,0.0,0.0
Engwierum,2021,0.0,0.0
Ezumazijl,2003,68475.587565,
Ezumazijl,2004,63161.074538015004,-5314.513026984991
Ezumazijl,2005,33560.66916196,-29600.405376055
Ezumazijl,2006,44016.291452975005,10455.622291015003
Ezumazijl,2007,58620.411287920004,14604.119834944999
Ezumazijl,2008,32333.867366775,-26286.543921145003
Ezumazijl,2009,41990.49914662,9656.631779845
Ezumazijl,2010,10912.974359775002,-31077.524786845
Ezumazijl,2011,46384.55769442,35471.583334644994
Ezumazijl,2012,37757.655873865006,-8626.901820554995
Ezumazijl,2013,32490.21315418,-5267.442719685005
Ezumazijl,2014,83.97650857500001,-32406.236645605
Ezumazijl,2015,22418.226526640003,22334.250018065002
Ezumazijl,2016,2347.488635605,-20070.737891035
Ezumazijl,2017,6368.58936956,4021.1007339549997
Ezumazijl,2018,0.0,-6368.58936956
Ezumazijl,2019,0.0,0.0
Ezumazijl,2020,0.0,0.0
Ezumazijl,2021,1112.15,1112.15
F02a-Hanze,2003,136943.95740157002,
F02a-Hanze,2004,118596.27863968,-18347.678761890027
F02a-Hanze,2005,82983.83356,-35612.445079679994
F02a-Hanze,2006,54654.09123499999,-28329.742325000007
F02a-Hanze,2007,39641.59586999999,-15012.495365000002
F02a-Hanze,2008,39071.94177,-569.6540999999925
F02a-Hanze,2009,34062.15043499999,-5009.791335000009
F02a-Hanze,2010,30882.833894105002,-3179.3165408949862
F02a-Hanze,2011,26087.221951554995,-4795.611942550007
F02a-Hanze,2012,22745.83248972,-3341.389461834995
F02a-Hanze,2013,19648.363638929997,-3097.4688507900028
F02a-Hanze,2014,28984.979569120005,9336.615930190008
F02a-Hanze,2015,20510.495032510007,-8474.484536609998
F02a-Hanze,2016,16845.769903515004,-3664.7251289950036
F02a-Hanze,2017,15278.180982325,-1567.588921190003
F02a-Hanze,2018,13566.951669990001,-1711.2293123349991
F02a-Hanze,2019,13611.349877595,44.39820760499788
F02a-Hanze,2020,13636.572895244994,25.22301764999429
F02a-Hanze,2021,9162.695999999998,-4473.8768952449955
F02a-Pliocene,2009,13716.00483,
F02a-Pliocene,2010,49782.378779265004,36066.373949265006
F02a-Pliocene,2011,62514.391599630006,12732.012820365002
F02a-Pliocene,2012,63906.72538204001,1392.3337824100017
F02a-Pliocene,2013,60901.09848606502,-3005.626895974987
F02a-Pliocene,2014,61623.362919455,722.2644333899807
F02a-Pliocene,2015,30814.723307130003,-30808.639612324998
F02a-Pliocene,2016,24883.326580679997,-5931.396726450006
F02a-Pliocene,2017,36725.1145661,11841.78798542
F02a-Pliocene,2018,20764.481642485,-15960.632923614998
F02a-Pliocene,2019,8373.882567635002,-12390.599074849997
F02a-Pliocene,2020,2740.7989245449994,-5633.0836430900035
F02a-Pliocene,2021,1256.846,-1483.9529245449994
F03-FA,2011,410339.31656748505,
F03-FA,2012,546090.0796559401,135750.76308845502
F03-FA,2013,510373.9691341251,-35716.11052181496
F03-FA,2014,468934.60294485,-41439.36618927511
F03-FA,2015,287180.37126064004,-181754.23168420995
F03-FA,2016,122561.82122024501,-164618.55004039503
F03-FA,2017,74063.669589105,-48498.151631140005
F03-FA,2018,25310.8498729,-48752.819716205006
F03-FA,2019,0.0,-25310.8498729
F03-FA,2020,0.0,0.0
F03-FA,2021,0.0,0.0
F03-FB,2003,856958.0999142348,
F03-FB,2004,757770.5145549749,-99187.58535925997
F03-FB,2005,702588.7622213801,-55181.75233359472
F03-FB,2006,618365.42674451,-84223.33547687018
F03-FB,2007,553180.7889355352,-65184.637808974716
F03-FB,2008,419568.35332089,-133612.43561464525
F03-FB,2009,330910.52967884496,-88657.82364204503
F03-FB,2010,417826.9302314251,86916.40055258013
F03-FB,2011,457335.2850623499,39508.35483092483
F03-FB,2012,382567.57153173495,-74767.71353061497
F03-FB,2013,316973.01485205995,-65594.556679675
F03-FB,2014,228094.00612704994,-88879.00872501
F03-FB,2015,207757.81469999,-20336.191427059937
F03-FB,2016,180466.32393765004,-27291.490762339963
F03-FB,2017,183684.36429836502,3218.0403607149783
F03-FB,2018,201197.71817116006,17513.353872795036
F03-FB,2019,155270.15914897498,-45927.55902218507
F03-FB,2020,145478.38537322503,-9791.773775749956
F03-FB,2021,106541.65000000001,-38936.73537322502
F15a-A,2003,96309.52616949001,
F15a-A,2004,89991.77315378001,-6317.753015709997
F15a-A,2005,73466.82294515001,-16524.950208630005
F15a-A,2006,48712.49348050001,-24754.32946465
F15a-A,2007,117301.20169078,68588.70821027999
F15a-A,2008,132100.892217575,14799.690526794991
F15a-A,2009,58810.28543877,-73290.606778805
F15a-A,2010,59875.881453145,1065.596014374998
F15a-A,2011,59894.537624920005,18.65617177500826
F15a-A,2012,42510.57013179,-17383.967493130003
F15a-A,2013,33831.612475645,-8678.957656145001
F15a-A,2014,38348.538028409996,4516.925552764995
F15a-A,2015,35238.26567426501,-3110.2723541449886
F15a-A,2016,39118.688218395,3880.422544129993
F15a-A,2017,23292.718359275,-15825.96985912
F15a-A,2018,0.0,-23292.718359275
F15a-A,2019,64.825581665,64.825581665
F15a-A,2020,39211.35089707999,39146.52531541499
F15a-A,2021,25807.274999999998,-13404.07589707999
F15a-B,2007,197250.08277272,
F15a-B,2008,230144.6026498,32894.51987708002
F15a-B,2009,172117.077854925,-58027.524794875004
F15a-B,2010,130530.13327681,-41586.94457811501
F15a-B,2011,131067.17467958499,537.0414027749939
F15a-B,2012,105662.00591145,-25405.168768134987
F15a-B,2013,80582.89976575,-25079.106145700003
F15a-B,2014,69931.84286692,-10651.056898830007
F15a-B,2015,64307.849426385,-5623.993440534992
F15a-B,2016,51861.68692357,-12446.162502815001
F15a-B,2017,44833.92020236501,-7027.766721204993
F15a-B,2018,0.0,-44833.92020236501
F15a-B,2019,77.01301466000001,77.01301466000001
F15a-B,2020,44036.182930215,43959.169915555
F15a-B,2021,35267.93,-8768.252930215
F16-E,2005,18169.525771605,
F16-E,2006,428847.43207715004,410677.906305545
F16-E,2007,792755.37909709,363907.94701993995
F16-E,2008,660072.1790740899,-132683.20002300013
F16-E,2009,527247.14150968,-132825.0375644099
F16-E,2010,475958.0139220199,-51289.12758766004
F16-E,2011,377256.52706526994,-98701.48685674998
F16-E,2012,266815.77730212,-110440.74976314994
F16-E,2013,173245.81580662503,-93569.96149549496
F16-E,2014,150581.32042815,-22664.495378475025
F16-E,2015,114917.34802529501,-35663.972402855
F16-E,2016,157071.20708915504,42153.85906386003
F16-E,2017,149264.81288102502,-7806.394208130019
F16-E,2018,127107.49426167499,-22157.31861935003
F16-E,2019,80333.36384215999,-46774.130419515
F16-E,2020,36467.09818082499,-43866.265661335
F16-E,2021,0.0,-36467.09818082499
Faan,2008,0.0,
Faan,2009,72465.38791599001,72465.38791599001
Faan,2010,70221.388551715,-2243.999364275005
Faan,2011,48354.740156550004,-21866.648395165
Faan,2012,35758.277584195,-12596.462572355005
Faan,2013,33424.98704957501,-2333.2905346199914
Faan,2014,79593.474943865,46168.487894289996
Faan,2015,137878.43275601996,58284.95781215496
Faan,2016,56179.46034805999,-81698.97240795997
Faan,2017,24126.142350960003,-32053.317997099988
Faan,2018,6575.3062933,-17550.836057660003
Faan,2019,9410.87772653,2835.5714332299995
Faan,2020,14449.30578412,5038.428057590001
Faan,2021,7078.540000000001,-7370.76578412
Feerwerd,2003,33056.81644,
Feerwerd,2004,21048.667304165,-12008.149135835003
Feerwerd,2005,5878.502233435,-15170.16507073
Feerwerd,2006,0.0,-5878.502233435
Feerwerd,2007,19203.38994278,19203.38994278
Feerwerd,2008,10956.776540405,-8246.613402374998
Feerwerd,2009,17510.372683005,6553.596142599999
Feerwerd,2010,8502.07900318,-9008.293679825
Feerwerd,2011,8410.420603575001,-91.65839960499943
Feerwerd,2012,9149.415988865001,738.9953852899998
Feerwerd,2013,12410.55384699,3261.137858124999
Feerwerd,2014,18018.858591645007,5608.304744655006
Feerwerd,2015,14324.76462905,-3694.093962595007
Feerwerd,2016,8867.660851345001,-5457.103777704999
Feerwerd,2017,15502.02023143,6634.359380084999
Feerwerd,2018,15248.064213990003,-253.9560174399976
Feerwerd,2019,12346.2188008,-2901.8454131900035
Feerwerd,2020,3317.8680220800006,-9028.35077872
Feerwerd,2021,4058.016,740.1479779199994
Franeker,2003,0.0,
Franeker,2004,1730.901367255,1730.901367255
Franeker,2005,565.43444,-1165.466927255
Franeker,2006,2172.069985,1606.635545
Franeker,2007,1760.34298999,-411.7269950100001
Franeker,2008,781.36499135,-978.97799864
Franeker,2009,2.990684025,-778.374307325
Franeker,2010,0.0,-2.990684025
Franeker,2011,0.0,0.0
Franeker,2012,0.0,0.0
Franeker,2013,0.0,0.0
Franeker,2014,0.0,0.0
Franeker,2015,0.0,0.0
Franeker,2016,0.0,0.0
Franeker,2017,0.0,0.0
Franeker,2018,0.0,0.0
Franeker,2019,0.0,0.0
Franeker,2020,0.0,0.0
Franeker,2021,0.0,0.0
G14-A&B,2006,422979.94526614493,
G14-A&B,2007,451161.3285652051,28181.383299060166
G14-A&B,2008,402324.79079460003,-48836.537770605064
G14-A&B,2009,379556.350421515,-22768.44037308503
G14-A&B,2010,409288.2952587501,29731.94483723509
G14-A&B,2011,428557.9201496351,19269.624890885025
G14-A&B,2012,455549.4764242601,26991.556274625007
G14-A&B,2013,403359.78161499504,-52189.694809265085
G14-A&B,2014,356268.395003465,-47091.38661153003
G14-A&B,2015,483249.37436410494,126980.97936063993
G14-A&B,2016,464823.13713707996,-18426.237227024976
G14-A&B,2017,216391.42577994498,-248431.71135713498
